patch\patchlist,2870778010,2017-10-27T00:05:02.5696636Z
patch\resource,3695358450,2017-10-27T00:04:19.8883410Z
patch\resource(eu_en),1217602852,2017-10-27T00:04:33.5602755Z
patch\resource(eu_fr),3092199785,2017-10-27T00:04:37.5914647Z
patch\resource(eu_gr),4057375104,2017-10-27T00:04:41.4189631Z
patch\resource(eu_it),3722200583,2017-10-27T00:04:45.3567907Z
patch\resource(eu_ne),3514692551,2017-10-27T00:04:49.3054056Z
patch\resource(eu_po),2626237665,2017-10-27T00:04:53.9160965Z
patch\resource(eu_ru),2806423191,2017-10-27T00:04:57.9831011Z
patch\resource(eu_sp),2526046589,2017-10-27T00:05:02.2236928Z
patch\data\fighter\captain\model\body\c08\material_anime_eyelid.pac,2170253847,2017-10-27T00:02:48.4113495Z
patch\data\fighter\captain\model\body\c08\material_anime_eyelid_lang.pac,1598599588,2017-10-27T00:02:48.4153539Z
patch\data\fighter\captain\model\body\c08\metal.nud,3809443561,2017-10-27T00:02:48.5234896Z
patch\data\fighter\captain\model\body\c08\model.flp,1624755552,2017-10-27T00:02:48.5244911Z
patch\data\fighter\captain\model\body\c08\model.ik,766436516,2017-10-27T00:02:48.5254924Z
patch\data\fighter\captain\model\body\c08\model.jtb,3667026159,2017-10-27T00:02:48.5264933Z
patch\data\fighter\captain\model\body\c08\model.moi,2965283581,2017-10-27T00:02:48.5294956Z
patch\data\fighter\captain\model\body\c08\model.mta,0,2017-10-27T00:02:48.5304969Z
patch\data\fighter\captain\model\body\c08\model.nhb,2075689970,2017-10-27T00:02:48.5314979Z
patch\data\fighter\captain\model\body\c08\model.nud,3392064721,2017-10-27T00:02:48.6256186Z
patch\data\fighter\captain\model\body\c08\model.nut,2260477671,2017-10-27T00:02:48.8899635Z
patch\data\fighter\captain\model\body\c08\model.sb,732112386,2017-10-27T00:02:48.8909644Z
patch\data\fighter\captain\model\body\c08\model.vbn,3413189394,2017-10-27T00:02:48.8949695Z
patch\data\fighter\captain\model\body\c08\model.xmb,950786420,2017-10-27T00:02:48.8959698Z
patch\data\fighter\captain\model\body\c09\material_anime_eyelid.pac,2170253847,2017-10-27T00:02:48.9039781Z
patch\data\fighter\captain\model\body\c09\material_anime_eyelid_lang.pac,1598599588,2017-10-27T00:02:49.4706321Z
patch\data\fighter\captain\model\body\c09\metal.nud,3237922768,2017-10-27T00:02:49.5532488Z
patch\data\fighter\captain\model\body\c09\model.flp,1624755552,2017-10-27T00:02:49.5542504Z
patch\data\fighter\captain\model\body\c09\model.ik,766436516,2017-10-27T00:02:49.5552513Z
patch\data\fighter\captain\model\body\c09\model.jtb,3667026159,2017-10-27T00:02:49.5562535Z
patch\data\fighter\captain\model\body\c09\model.moi,2965283581,2017-10-27T00:02:49.5572538Z
patch\data\fighter\captain\model\body\c09\model.mta,0,2017-10-27T00:02:49.5582545Z
patch\data\fighter\captain\model\body\c09\model.nhb,1947775668,2017-10-27T00:02:49.5592549Z
patch\data\fighter\captain\model\body\c09\model.nud,1926822204,2017-10-27T00:02:49.6653880Z
patch\data\fighter\captain\model\body\c09\model.nut,3845826943,2017-10-27T00:02:49.9057191Z
patch\data\fighter\captain\model\body\c09\model.sb,732112386,2017-10-27T00:02:49.9067216Z
patch\data\fighter\captain\model\body\c09\model.vbn,3413189394,2017-10-27T00:02:49.9077237Z
patch\data\fighter\captain\model\body\c09\model.xmb,950786420,2017-10-27T00:02:49.9087286Z
patch\data\fighter\cloud\model\body\c07\packed,4065975716,2017-10-27T00:03:21.5706070Z
patch\data\fighter\cloud\model\body\c08\material_anime_eye.pac,2392005970,2017-10-27T00:02:49.9227507Z
patch\data\fighter\cloud\model\body\c08\material_anime_eyelid.pac,2495938459,2017-10-27T00:02:49.9337621Z
patch\data\fighter\cloud\model\body\c08\material_anime_eyelid_lang.pac,4146343437,2017-10-27T00:02:49.9357646Z
patch\data\fighter\cloud\model\body\c08\material_anime_eye_lang.pac,145024445,2017-10-27T00:02:49.9247532Z
patch\data\fighter\cloud\model\body\c08\material_anime_face.pac,657981645,2017-10-27T00:02:49.9447727Z
patch\data\fighter\cloud\model\body\c08\material_anime_face_lang.pac,1643705470,2017-10-27T00:02:49.9467758Z
patch\data\fighter\cloud\model\body\c08\metal.nud,4243882797,2017-10-27T00:02:50.0649199Z
patch\data\fighter\cloud\model\body\c08\model.flp,2589334542,2017-10-27T00:02:50.0659211Z
patch\data\fighter\cloud\model\body\c08\model.ik,2862565852,2017-10-27T00:02:50.0669221Z
patch\data\fighter\cloud\model\body\c08\model.jtb,3667026159,2017-10-27T00:02:50.0679230Z
patch\data\fighter\cloud\model\body\c08\model.moi,1531980967,2017-10-27T00:02:50.0689240Z
patch\data\fighter\cloud\model\body\c08\model.mta,0,2017-10-27T00:02:50.0689240Z
patch\data\fighter\cloud\model\body\c08\model.nhb,59770562,2017-10-27T00:02:50.0719272Z
patch\data\fighter\cloud\model\body\c08\model.nud,355488467,2017-10-27T00:02:50.1690514Z
patch\data\fighter\cloud\model\body\c08\model.nut,1085721567,2017-10-27T00:02:50.6006056Z
patch\data\fighter\cloud\model\body\c08\model.sb,2120974586,2017-10-27T00:02:50.6021090Z
patch\data\fighter\cloud\model\body\c08\model.vbn,785429055,2017-10-27T00:02:50.6031111Z
patch\data\fighter\cloud\model\body\c08\model.xmb,2886784850,2017-10-27T00:02:50.6041136Z
patch\data\fighter\cloud\model\body\c09\material_anime_eye.pac,2392005970,2017-10-27T00:02:50.6206451Z
patch\data\fighter\cloud\model\body\c09\material_anime_eyelid.pac,2495938459,2017-10-27T00:02:50.6316566Z
patch\data\fighter\cloud\model\body\c09\material_anime_eyelid_lang.pac,4146343437,2017-10-27T00:02:50.6336585Z
patch\data\fighter\cloud\model\body\c09\material_anime_eye_lang.pac,145024445,2017-10-27T00:02:50.6216464Z
patch\data\fighter\cloud\model\body\c09\material_anime_face.pac,657981645,2017-10-27T00:02:50.6426677Z
patch\data\fighter\cloud\model\body\c09\material_anime_face_lang.pac,1643705470,2017-10-27T00:02:50.6446717Z
patch\data\fighter\cloud\model\body\c09\metal.nud,4254479017,2017-10-27T00:02:50.7838381Z
patch\data\fighter\cloud\model\body\c09\model.flp,2589334542,2017-10-27T00:02:50.7848390Z
patch\data\fighter\cloud\model\body\c09\model.ik,2862565852,2017-10-27T00:02:50.7858406Z
patch\data\fighter\cloud\model\body\c09\model.jtb,3667026159,2017-10-27T00:02:50.7868413Z
patch\data\fighter\cloud\model\body\c09\model.moi,1547156547,2017-10-27T00:02:50.7878422Z
patch\data\fighter\cloud\model\body\c09\model.mta,0,2017-10-27T00:02:50.7878422Z
patch\data\fighter\cloud\model\body\c09\model.nhb,902077557,2017-10-27T00:02:50.7918461Z
patch\data\fighter\cloud\model\body\c09\model.nud,3618983425,2017-10-27T00:02:50.9029903Z
patch\data\fighter\cloud\model\body\c09\model.nut,1916473255,2017-10-27T00:02:51.5058183Z
patch\data\fighter\cloud\model\body\c09\model.sb,795154422,2017-10-27T00:02:51.5098275Z
patch\data\fighter\cloud\model\body\c09\model.vbn,2288875084,2017-10-27T00:02:51.5138370Z
patch\data\fighter\cloud\model\body\c09\model.xmb,2886784850,2017-10-27T00:02:51.5148398Z
patch\data\fighter\cloud\sound\snd_se_Cloud.nus3bank,3123638422,2017-10-27T00:02:51.5668975Z
patch\data\fighter\cloud\sound\snd_se_Cloud_c01.nus3bank,1943722191,2017-10-27T00:02:51.6169711Z
patch\data\fighter\diddy\model\body\c08\material_anime_eye.pac,3121520176,2017-10-27T00:02:51.6369939Z
patch\data\fighter\diddy\model\body\c08\material_anime_eyelid.pac,646572183,2017-10-27T00:02:51.6520092Z
patch\data\fighter\diddy\model\body\c08\material_anime_face.pac,2426374252,2017-10-27T00:02:51.6570221Z
patch\data\fighter\diddy\model\body\c08\metal.nud,269549983,2017-10-27T00:02:51.6930519Z
patch\data\fighter\diddy\model\body\c08\model.flp,1266993686,2017-10-27T00:02:51.6940526Z
patch\data\fighter\diddy\model\body\c08\model.ik,3080142650,2017-10-27T00:02:51.6990580Z
patch\data\fighter\diddy\model\body\c08\model.jtb,3025772448,2017-10-27T00:02:51.7000589Z
patch\data\fighter\diddy\model\body\c08\model.moi,2534299359,2017-10-27T00:02:51.7050709Z
patch\data\fighter\diddy\model\body\c08\model.mta,2924109573,2017-10-27T00:02:51.7085792Z
patch\data\fighter\diddy\model\body\c08\model.nhb,323934918,2017-10-27T00:02:51.7095813Z
patch\data\fighter\diddy\model\body\c08\model.nud,625721567,2017-10-27T00:02:51.7401242Z
patch\data\fighter\diddy\model\body\c08\model.nut,3780914104,2017-10-27T00:02:52.2071294Z
patch\data\fighter\diddy\model\body\c08\model.sb,2120974586,2017-10-27T00:02:52.2081315Z
patch\data\fighter\diddy\model\body\c08\model.vbn,3142288796,2017-10-27T00:02:52.2116398Z
patch\data\fighter\diddy\model\body\c08\model.xmb,2886784850,2017-10-27T00:02:52.2126420Z
