sound\bgm\._snd_bgm_CRS01_Menu.nus3bank,3466882719,2016-08-11T20:59:38.0000000Z
sound\bgm\._snd_bgm_D06_FSN_Sector1.nus3bank,3297602214,2016-08-11T20:59:38.0000000Z
sound\bgm\._snd_bgm_D09_PRM_VsMetaRidley.nus3bank,410726629,2016-08-11T20:59:38.0000000Z
sound\bgm\._snd_bgm_W34_SBDX_Menu.nus3bank,1566655121,2016-08-11T20:59:38.0000000Z
sound\bgm\snd_bgm_dedednb.nus3bank,1919554734,2017-10-26T23:17:14.0000000Z
sound\bgm\snd_bgm_fountain_of_slam.nus3bank,1239445123,2017-10-26T23:17:14.0000000Z
sound\bgm\snd_bgm_gerudo_slam.nus3bank,1477998453,2017-10-26T23:17:14.0000000Z
sound\bgm\snd_bgm_slam_and_learn.nus3bank,3132577215,2017-10-26T23:17:14.0000000Z
patch\patchlist,2870778010,2017-10-26T22:17:22.0000000Z
patch\resource,667057982,2017-10-26T23:17:10.0000000Z
patch\resource(eu_en),2196042692,2017-10-26T23:17:10.0000000Z
patch\resource(eu_fr),2288263038,2017-10-26T23:17:10.0000000Z
patch\resource(eu_gr),1479581712,2017-10-26T23:17:10.0000000Z
patch\resource(eu_it),1689314864,2017-10-26T23:17:10.0000000Z
patch\resource(eu_ne),3173968137,2017-10-26T23:17:10.0000000Z
patch\resource(eu_po),3075703716,2017-10-26T23:17:10.0000000Z
patch\resource(eu_ru),3823638377,2017-10-26T23:17:10.0000000Z
patch\resource(eu_sp),2910445513,2017-10-26T23:17:10.0000000Z
patch\data\fighter\captain\model\body\c08\material_anime_eyelid.pac,2170253847,2017-10-26T22:17:22.0000000Z
patch\data\fighter\captain\model\body\c08\material_anime_eyelid_lang.pac,1598599588,2017-10-26T22:17:22.0000000Z
patch\data\fighter\captain\model\body\c08\metal.nud,3809443561,2017-10-26T22:17:22.0000000Z
patch\data\fighter\captain\model\body\c08\model.flp,1624755552,2017-10-26T22:17:22.0000000Z
patch\data\fighter\captain\model\body\c08\model.ik,766436516,2017-10-26T22:17:22.0000000Z
patch\data\fighter\captain\model\body\c08\model.jtb,3667026159,2017-10-26T22:17:22.0000000Z
patch\data\fighter\captain\model\body\c08\model.moi,2965283581,2017-10-26T22:17:22.0000000Z
patch\data\fighter\captain\model\body\c08\model.mta,0,2017-10-26T22:17:24.0000000Z
patch\data\fighter\captain\model\body\c08\model.nhb,2075689970,2017-10-26T22:17:24.0000000Z
patch\data\fighter\captain\model\body\c08\model.nud,3392064721,2017-10-26T22:17:24.0000000Z
patch\data\fighter\captain\model\body\c08\model.nut,2260477671,2017-10-26T22:17:24.0000000Z
patch\data\fighter\captain\model\body\c08\model.sb,732112386,2017-10-26T22:17:24.0000000Z
patch\data\fighter\captain\model\body\c08\model.vbn,3413189394,2017-10-26T22:17:24.0000000Z
patch\data\fighter\captain\model\body\c08\model.xmb,950786420,2017-10-26T22:17:24.0000000Z
patch\data\fighter\captain\model\body\c09\material_anime_eyelid.pac,2170253847,2017-10-26T22:17:24.0000000Z
patch\data\fighter\captain\model\body\c09\material_anime_eyelid_lang.pac,1598599588,2017-10-26T22:17:24.0000000Z
patch\data\fighter\captain\model\body\c09\metal.nud,3237922768,2017-10-26T22:17:24.0000000Z
patch\data\fighter\captain\model\body\c09\model.flp,1624755552,2017-10-26T22:17:24.0000000Z
patch\data\fighter\captain\model\body\c09\model.ik,766436516,2017-10-26T22:17:24.0000000Z
patch\data\fighter\captain\model\body\c09\model.jtb,3667026159,2017-10-26T22:17:24.0000000Z
patch\data\fighter\captain\model\body\c09\model.moi,2965283581,2017-10-26T22:17:24.0000000Z
patch\data\fighter\captain\model\body\c09\model.mta,0,2017-10-26T22:17:24.0000000Z
patch\data\fighter\captain\model\body\c09\model.nhb,1947775668,2017-10-26T22:17:24.0000000Z
patch\data\fighter\captain\model\body\c09\model.nud,1926822204,2017-10-26T22:17:24.0000000Z
patch\data\fighter\captain\model\body\c09\model.nut,3845826943,2017-10-26T22:17:24.0000000Z
